event_id,product_id,store_id,category,current_stock,shelf_capacity,sales_last_10min,replenishment_pending,timestamp,stockout_risk,label_probability
EVT467144,P005,S01,snacks,3,50,0,0,2026-06-08T15:52:01.236749,0,0.623
EVT831914,P013,S02,dairy,32,40,3,0,2026-06-08T15:52:01.236752,1,0.3483
EVT448190,P003,S01,bakery,4,35,6,1,2026-06-08T15:52:01.236754,0,0.5152
EVT411057,P002,S04,beverages,44,60,6,0,2026-06-08T15:52:01.236756,0,0.4367
EVT821690,P010,S04,snacks,43,50,6,0,2026-06-08T15:52:01.236758,0,0.3797
EVT102769,P014,S03,beverages,1,60,5,0,2026-06-08T15:52:01.236761,1,0.7397
EVT866950,P018,S01,snacks,10,50,10,0,2026-06-08T15:52:01.236763,0,0.7544
EVT861138,P002,S04,beverages,12,60,9,1,2026-06-08T15:52:01.236766,1,0.535
EVT315903,P011,S03,household,9,30,13,1,2026-06-08T15:52:01.236768,0,0.5678
EVT449277,P016,S04,beverages,45,60,2,0,2026-06-08T15:52:01.236771,0,0.3514
EVT916570,P009,S04,beverages,54,60,5,0,2026-06-08T15:52:01.236773,1,0.3422
EVT837027,P018,S02,dairy,5,40,15,0,2026-06-08T15:52:01.236776,1,0.8854
EVT985140,P014,S01,dairy,40,40,5,0,2026-06-08T15:52:01.236778,0,0.2972
EVT216428,P010,S04,snacks,40,50,5,0,2026-06-08T15:52:01.236780,1,0.3872
EVT613668,P008,S01,dairy,21,40,5,0,2026-06-08T15:52:01.236783,1,0.511
EVT662349,P009,S01,snacks,31,50,1,0,2026-06-08T15:52:01.236785,0,0.3904
EVT560466,P007,S01,bakery,10,35,6,1,2026-06-08T15:52:01.236798,0,0.4381
EVT415558,P007,S01,frozen,8,45,4,0,2026-06-08T15:52:01.236800,1,0.6478
EVT479603,P002,S03,bakery,1,35,11,0,2026-06-08T15:52:01.236803,1,0.851
EVT543055,P012,S02,household,13,30,0,0,2026-06-08T15:52:01.236805,1,0.455
EVT998133,P014,S01,household,4,30,0,0,2026-06-08T15:52:01.236807,0,0.59
EVT601933,P004,S04,beverages,26,60,15,0,2026-06-08T15:52:01.236810,1,0.7467
EVT447026,P018,S04,frozen,10,45,10,0,2026-06-08T15:52:01.236813,1,0.7444
EVT129779,P004,S01,dairy,31,40,6,0,2026-06-08T15:52:01.236815,1,0.4179
EVT194051,P003,S02,household,19,30,5,0,2026-06-08T15:52:01.236818,0,0.4622
EVT721804,P001,S02,beverages,10,60,15,1,2026-06-08T15:52:01.236820,1,0.6667
EVT191078,P011,S03,household,0,30,15,0,2026-06-08T15:52:01.236822,0,0.9417
EVT791065,P018,S04,bakery,7,35,18,0,2026-06-08T15:52:01.236825,1,0.91
EVT179578,P003,S02,dairy,27,40,2,0,2026-06-08T15:52:01.236827,0,0.3851
EVT159503,P014,S03,snacks,11,50,9,0,2026-06-08T15:52:01.236830,1,0.726
EVT614389,P015,S03,bakery,15,35,0,0,2026-06-08T15:52:01.236832,0,0.4571
EVT392199,P014,S03,bakery,35,35,1,0,2026-06-08T15:52:01.236835,0,0.2194
EVT852231,P002,S02,bakery,15,35,10,0,2026-06-08T15:52:01.236837,1,0.6516
EVT965818,P016,S03,snacks,10,50,13,1,2026-06-08T15:52:01.236840,1,0.6128
EVT571029,P009,S04,snacks,41,50,2,0,2026-06-08T15:52:01.236842,1,0.3199
EVT900011,P007,S04,beverages,7,60,18,0,2026-06-08T15:52:01.236844,1,0.9475
EVT576508,P008,S03,beverages,2,60,2,0,2026-06-08T15:52:01.236847,0,0.6739
EVT515137,P018,S01,snacks,5,50,2,0,2026-06-08T15:52:01.236849,1,0.6439
EVT677309,P015,S03,beverages,58,60,1,0,2026-06-08T15:52:01.236851,1,0.2344
EVT467982,P008,S02,frozen,23,45,4,0,2026-06-08T15:52:01.236854,0,0.4978
EVT635002,P010,S02,dairy,7,40,16,0,2026-06-08T15:52:01.236856,1,0.8824
EVT591948,P007,S02,dairy,2,40,10,1,2026-06-08T15:52:01.236858,1,0.6219
EVT518479,P002,S04,bakery,19,35,5,0,2026-06-08T15:52:01.236861,0,0.5029
EVT654897,P006,S03,frozen,8,45,11,0,2026-06-08T15:52:01.236863,0,0.7839
EVT926877,P005,S04,beverages,16,60,15,0,2026-06-08T15:52:01.236866,1,0.8217
EVT765490,P014,S03,frozen,8,45,2,0,2026-06-08T15:52:01.236868,1,0.6089
EVT364084,P018,S03,dairy,24,40,0,0,2026-06-08T15:52:01.236870,0,0.38
EVT580046,P008,S04,frozen,12,45,14,1,2026-06-08T15:52:01.236872,1,0.6022
EVT812617,P014,S02,beverages,8,60,10,0,2026-06-08T15:52:01.236875,0,0.7844
EVT967639,P015,S01,frozen,31,45,4,0,2026-06-08T15:52:01.236878,0,0.4178
EVT367105,P002,S03,household,0,30,18,0,2026-06-08T15:52:01.236880,1,0.95
EVT747098,P003,S04,frozen,9,45,8,0,2026-06-08T15:52:01.236882,1,0.7156
EVT843681,P013,S02,dairy,18,40,8,1,2026-06-08T15:52:01.236885,1,0.4031
EVT749493,P020,S02,beverages,30,60,1,0,2026-06-08T15:52:01.236887,0,0.4444
EVT838152,P009,S04,bakery,26,35,5,1,2026-06-08T15:52:01.236889,0,0.2129
EVT195689,P001,S04,bakery,26,35,6,0,2026-06-08T15:52:01.236896,0,0.4324
EVT735286,P015,S03,household,20,30,4,0,2026-06-08T15:52:01.236898,0,0.4278
EVT534343,P009,S01,household,30,30,2,0,2026-06-08T15:52:01.236901,0,0.2389
EVT981368,P002,S04,household,2,30,15,0,2026-06-08T15:52:01.236903,1,0.9117
EVT936937,P006,S03,beverages,6,60,12,0,2026-06-08T15:52:01.236906,1,0.8383
EVT230731,P004,S04,dairy,36,40,3,0,2026-06-08T15:52:01.236908,1,0.3033
EVT200639,P010,S01,beverages,4,60,9,1,2026-06-08T15:52:01.236910,1,0.595
EVT255192,P016,S04,frozen,5,45,13,1,2026-06-08T15:52:01.236912,1,0.6528
EVT828050,P002,S03,bakery,28,35,6,0,2026-06-08T15:52:01.236915,0,0.4067
EVT248937,P020,S04,dairy,8,40,18,0,2026-06-08T15:52:01.236917,1,0.91
EVT213233,P010,S02,beverages,9,60,9,1,2026-06-08T15:52:01.236919,1,0.5575
EVT290667,P001,S04,snacks,1,50,4,0,2026-06-08T15:52:01.236922,1,0.7188
EVT338836,P004,S03,beverages,57,60,6,0,2026-06-08T15:52:01.236925,0,0.3392
EVT613159,P013,S04,dairy,23,40,0,0,2026-06-08T15:52:01.236928,0,0.3913
EVT268536,P005,S01,household,20,30,2,0,2026-06-08T15:52:01.236930,0,0.3889
EVT534245,P006,S01,bakery,15,35,4,0,2026-06-08T15:52:01.236932,0,0.5349
EVT934576,P011,S03,dairy,21,40,0,0,2026-06-08T15:52:01.236935,0,0.4138
EVT597705,P015,S04,frozen,41,45,1,1,2026-06-08T15:52:01.236937,0,0.0594
EVT632529,P019,S01,frozen,10,45,4,0,2026-06-08T15:52:01.236939,1,0.6278
EVT809241,P017,S04,household,13,30,9,0,2026-06-08T15:52:01.236942,0,0.63
EVT712386,P007,S01,bakery,30,35,4,1,2026-06-08T15:52:01.236944,0,0.1421
EVT842007,P018,S01,snacks,15,50,14,0,2026-06-08T15:52:01.236947,1,0.7872
EVT233149,P005,S04,beverages,8,60,12,0,2026-06-08T15:52:01.236949,1,0.8233
EVT860590,P014,S01,snacks,34,50,1,0,2026-06-08T15:52:01.236952,0,0.3634
EVT866972,P011,S02,frozen,22,45,5,0,2026-06-08T15:52:01.236954,0,0.5272
EVT598416,P009,S04,household,27,30,0,0,2026-06-08T15:52:01.236956,0,0.245
EVT294731,P011,S02,dairy,5,40,13,0,2026-06-08T15:52:01.236959,1,0.8465
EVT562770,P012,S01,household,4,30,13,0,2026-06-08T15:52:01.236961,1,0.8428
EVT553217,P019,S01,household,13,30,3,0,2026-06-08T15:52:01.236963,0,0.5133
EVT792825,P005,S02,household,23,30,6,0,2026-06-08T15:52:01.236966,1,0.4217
EVT836382,P017,S01,bakery,10,35,2,0,2026-06-08T15:52:01.236968,0,0.5603
EVT428563,P006,S04,household,13,30,4,0,2026-06-08T15:52:01.236970,1,0.5328
EVT723607,P008,S04,snacks,45,50,1,0,2026-06-08T15:52:01.236976,0,0.2644
EVT699306,P013,S03,household,10,30,16,0,2026-06-08T15:52:01.236979,1,0.8111
EVT586174,P016,S04,bakery,31,35,1,1,2026-06-08T15:52:01.236981,0,0.0709
EVT665353,P005,S03,beverages,39,60,5,0,2026-06-08T15:52:01.236984,1,0.4547
EVT827896,P008,S01,beverages,16,60,7,1,2026-06-08T15:52:01.236986,0,0.4661
EVT325193,P016,S02,frozen,33,45,1,0,2026-06-08T15:52:01.236989,0,0.3394
EVT638487,P006,S01,snacks,6,50,11,0,2026-06-08T15:52:01.236991,1,0.8099
EVT735172,P010,S02,snacks,3,50,10,0,2026-06-08T15:52:01.236994,1,0.8174
EVT341219,P008,S02,bakery,21,35,0,0,2026-06-08T15:52:01.236996,1,0.38
EVT312891,P003,S02,beverages,44,60,6,0,2026-06-08T15:52:01.236998,0,0.4367
EVT517358,P009,S04,snacks,40,50,2,0,2026-06-08T15:52:01.237001,1,0.3289
EVT184774,P017,S02,bakery,3,35,5,0,2026-06-08T15:52:01.237003,1,0.7087
EVT151328,P007,S02,frozen,25,45,2,1,2026-06-08T15:52:01.237005,0,0.2389
EVT779867,P005,S02,household,8,30,13,0,2026-06-08T15:52:01.237008,1,0.7828
EVT207290,P006,S02,frozen,2,45,5,0,2026-06-08T15:52:01.237010,1,0.7272
EVT629120,P005,S04,household,8,30,9,0,2026-06-08T15:52:01.237013,1,0.705
EVT681650,P013,S01,dairy,27,40,4,1,2026-06-08T15:52:01.237015,1,0.224
EVT410037,P017,S02,frozen,11,45,10,0,2026-06-08T15:52:01.237018,1,0.7344
EVT646928,P020,S01,household,25,30,6,0,2026-06-08T15:52:01.237020,0,0.3917
EVT384396,P005,S02,bakery,11,35,8,0,2026-06-08T15:52:01.237023,1,0.6641
EVT386077,P017,S04,beverages,36,60,4,0,2026-06-08T15:52:01.237025,0,0.4578
EVT572664,P005,S04,bakery,8,35,12,1,2026-06-08T15:52:01.237028,1,0.5805
EVT315103,P009,S03,frozen,2,45,16,0,2026-06-08T15:52:01.237030,1,0.9411
EVT561470,P009,S01,bakery,15,35,15,0,2026-06-08T15:52:01.237033,0,0.7488
EVT267166,P017,S03,dairy,33,40,0,0,2026-06-08T15:52:01.237035,0,0.2788
EVT378887,P015,S04,beverages,1,60,16,0,2026-06-08T15:52:01.237038,1,0.95
EVT409976,P019,S03,beverages,18,60,8,0,2026-06-08T15:52:01.237040,0,0.6706
EVT257423,P015,S03,household,12,30,12,0,2026-06-08T15:52:01.237043,0,0.7033
EVT125007,P002,S01,frozen,9,45,2,0,2026-06-08T15:52:01.237045,0,0.5989
EVT923597,P002,S01,frozen,11,45,8,1,2026-06-08T15:52:01.237047,1,0.4956
EVT275444,P005,S01,dairy,31,40,5,0,2026-06-08T15:52:01.237050,0,0.3985
EVT295969,P012,S03,frozen,10,45,12,0,2026-06-08T15:52:01.237053,0,0.7833
EVT883864,P008,S03,frozen,23,45,2,1,2026-06-08T15:52:01.237055,0,0.2589
EVT994736,P017,S04,beverages,0,60,15,1,2026-06-08T15:52:01.237058,1,0.7417
EVT733434,P015,S01,beverages,6,60,8,1,2026-06-08T15:52:01.237060,1,0.5606
EVT730113,P019,S02,dairy,9,40,12,0,2026-06-08T15:52:01.237063,1,0.7821
EVT680185,P001,S01,household,6,30,4,0,2026-06-08T15:52:01.237065,1,0.6378
EVT477757,P007,S03,bakery,5,35,0,0,2026-06-08T15:52:01.237067,0,0.5857
EVT779348,P014,S03,household,3,30,4,0,2026-06-08T15:52:01.237069,1,0.6828
EVT575920,P020,S01,bakery,24,35,0,1,2026-06-08T15:52:01.237076,0,0.1414
EVT645577,P019,S01,bakery,21,35,4,0,2026-06-08T15:52:01.237078,1,0.4578
EVT512197,P006,S04,household,2,30,12,0,2026-06-08T15:52:01.237081,1,0.8533
EVT242684,P005,S01,household,8,30,18,0,2026-06-08T15:52:01.237083,1,0.88
EVT798862,P016,S04,household,18,30,1,0,2026-06-08T15:52:01.237085,0,0.3994
EVT248833,P005,S01,household,9,30,12,1,2026-06-08T15:52:01.237088,1,0.5483
EVT249101,P008,S03,household,2,30,3,0,2026-06-08T15:52:01.237090,0,0.6783
EVT132419,P018,S01,household,26,30,4,0,2026-06-08T15:52:01.237092,1,0.3378
EVT259151,P001,S02,bakery,28,35,1,0,2026-06-08T15:52:01.237095,0,0.3094
EVT882849,P008,S03,household,9,30,8,0,2026-06-08T15:52:01.237097,1,0.6706
EVT340194,P014,S01,household,14,30,5,0,2026-06-08T15:52:01.237100,1,0.5372
EVT832750,P009,S02,bakery,33,35,3,0,2026-06-08T15:52:01.237102,1,0.284
EVT106977,P010,S02,household,12,30,10,0,2026-06-08T15:52:01.237104,1,0.6644
EVT834053,P010,S04,frozen,29,45,2,0,2026-06-08T15:52:01.237107,1,0.3989
EVT346232,P001,S01,beverages,9,60,4,0,2026-06-08T15:52:01.237109,1,0.6603
EVT561082,P004,S03,frozen,3,45,12,1,2026-06-08T15:52:01.237111,1,0.6533
EVT842272,P002,S01,beverages,4,60,1,0,2026-06-08T15:52:01.237114,1,0.6394
EVT879921,P002,S04,bakery,30,35,0,0,2026-06-08T15:52:01.237116,0,0.2643
EVT117069,P004,S03,bakery,21,35,6,0,2026-06-08T15:52:01.237118,0,0.4967
EVT326427,P008,S02,frozen,5,45,17,0,2026-06-08T15:52:01.237121,1,0.9306
EVT372864,P019,S01,dairy,12,40,14,1,2026-06-08T15:52:01.237123,1,0.5872
EVT764162,P001,S03,beverages,7,60,11,0,2026-06-08T15:52:01.237126,1,0.8114
EVT942811,P016,S03,household,6,30,3,0,2026-06-08T15:52:01.237128,1,0.6183
EVT396583,P017,S03,frozen,45,45,5,0,2026-06-08T15:52:01.237130,0,0.2972
EVT490820,P006,S04,frozen,1,45,2,0,2026-06-08T15:52:01.237133,0,0.6789
EVT718811,P016,S02,household,25,30,6,0,2026-06-08T15:52:01.237135,0,0.3917
EVT279171,P003,S04,frozen,8,45,7,1,2026-06-08T15:52:01.237138,0,0.5061
EVT756193,P015,S01,dairy,4,40,5,0,2026-06-08T15:52:01.237140,1,0.7022
EVT556476,P020,S01,snacks,41,50,5,1,2026-06-08T15:52:01.237142,1,0.1782
EVT511690,P004,S04,snacks,7,50,0,0,2026-06-08T15:52:01.237145,1,0.587
EVT428256,P011,S03,dairy,40,40,2,0,2026-06-08T15:52:01.237147,1,0.2389
EVT326056,P003,S01,bakery,15,35,15,0,2026-06-08T15:52:01.237150,1,0.7488
EVT771235,P005,S03,snacks,8,50,10,1,2026-06-08T15:52:01.237152,1,0.5724
EVT267253,P018,S01,beverages,3,60,15,1,2026-06-08T15:52:01.237154,1,0.7192
EVT729645,P014,S04,snacks,29,50,4,0,2026-06-08T15:52:01.237156,1,0.4668
EVT714928,P008,S01,snacks,30,50,4,0,2026-06-08T15:52:01.237159,1,0.4578
EVT126113,P013,S03,snacks,16,50,11,0,2026-06-08T15:52:01.237161,1,0.7199
EVT186157,P012,S02,snacks,7,50,4,0,2026-06-08T15:52:01.237164,1,0.6648
EVT313315,P003,S04,snacks,28,50,4,0,2026-06-08T15:52:01.237167,0,0.4758
EVT857269,P009,S04,household,13,30,15,0,2026-06-08T15:52:01.237169,1,0.7467
EVT475539,P001,S04,household,10,30,12,0,2026-06-08T15:52:01.237172,1,0.7333
EVT776504,P012,S04,snacks,13,50,11,0,2026-06-08T15:52:01.237174,1,0.7469
EVT759923,P009,S03,snacks,31,50,1,0,2026-06-08T15:52:01.237177,0,0.3904
EVT623323,P006,S04,household,25,30,6,0,2026-06-08T15:52:01.237182,1,0.3917
EVT497059,P020,S04,snacks,5,50,17,0,2026-06-08T15:52:01.237184,1,0.9356
EVT826434,P015,S04,beverages,40,60,6,0,2026-06-08T15:52:01.237186,0,0.4667
EVT733868,P008,S04,household,10,30,10,0,2026-06-08T15:52:01.237189,1,0.6944
EVT141066,P001,S02,bakery,7,35,4,0,2026-06-08T15:52:01.237191,1,0.6378
EVT880555,P007,S01,frozen,2,45,1,0,2026-06-08T15:52:01.237194,0,0.6494
EVT888476,P002,S01,bakery,5,35,4,0,2026-06-08T15:52:01.237196,1,0.6635
EVT628465,P003,S01,frozen,26,45,4,0,2026-06-08T15:52:01.237198,0,0.4678
EVT919775,P008,S02,bakery,2,35,2,0,2026-06-08T15:52:01.237201,1,0.6632
EVT408921,P001,S03,frozen,43,45,4,0,2026-06-08T15:52:01.237203,1,0.2978
EVT321735,P013,S02,frozen,6,45,13,0,2026-06-08T15:52:01.237205,1,0.8428
EVT582562,P020,S03,dairy,25,40,5,0,2026-06-08T15:52:01.237208,1,0.466
EVT219711,P018,S02,household,10,30,3,0,2026-06-08T15:52:01.237210,0,0.5583
EVT566174,P005,S04,bakery,14,35,8,0,2026-06-08T15:52:01.237213,1,0.6256
EVT875207,P001,S02,frozen,10,45,3,0,2026-06-08T15:52:01.237216,1,0.6083
EVT386467,P018,S02,bakery,7,35,11,0,2026-06-08T15:52:01.237218,1,0.7739
EVT869278,P002,S04,bakery,26,35,4,0,2026-06-08T15:52:01.237221,0,0.3935
EVT774422,P006,S04,beverages,2,60,3,0,2026-06-08T15:52:01.237223,0,0.6933
EVT513346,P008,S01,frozen,8,45,11,1,2026-06-08T15:52:01.237226,0,0.5839
EVT349508,P013,S04,snacks,5,50,5,0,2026-06-08T15:52:01.237228,1,0.7022
EVT994421,P004,S02,household,9,30,9,0,2026-06-08T15:52:01.237231,1,0.69
EVT835251,P003,S02,household,16,30,2,0,2026-06-08T15:52:01.237233,0,0.4489
EVT299916,P003,S01,dairy,3,40,5,0,2026-06-08T15:52:01.237235,0,0.7135
EVT893339,P011,S03,dairy,3,40,0,0,2026-06-08T15:52:01.237238,1,0.6162
EVT434855,P001,S01,snacks,38,50,2,0,2026-06-08T15:52:01.237240,0,0.3469
EVT139929,P010,S02,dairy,11,40,16,0,2026-06-08T15:52:01.237242,1,0.8374
EVT768633,P014,S03,bakery,9,35,3,0,2026-06-08T15:52:01.237245,1,0.5926
EVT634991,P014,S01,bakery,20,35,5,0,2026-06-08T15:52:01.237247,1,0.4901
EVT114362,P011,S03,frozen,5,45,8,1,2026-06-08T15:52:01.237249,1,0.5556
EVT953175,P002,S04,beverages,30,60,5,0,2026-06-08T15:52:01.237251,1,0.5222
EVT187444,P010,S01,beverages,48,60,6,0,2026-06-08T15:52:01.237254,0,0.4067
EVT818439,P003,S04,frozen,3,45,17,0,2026-06-08T15:52:01.237256,1,0.95
EVT795444,P018,S02,snacks,16,50,9,0,2026-06-08T15:52:01.237259,0,0.681
EVT841038,P005,S04,household,10,30,10,0,2026-06-08T15:52:01.237261,1,0.6944
EVT262452,P012,S01,snacks,6,50,3,0,2026-06-08T15:52:01.237263,0,0.6543
EVT745106,P018,S03,snacks,9,50,12,1,2026-06-08T15:52:01.237266,1,0.6023
EVT853687,P014,S03,bakery,1,35,5,0,2026-06-08T15:52:01.237269,0,0.7344
EVT428183,P006,S01,household,25,30,2,1,2026-06-08T15:52:01.237271,0,0.1139
EVT619842,P005,S03,snacks,30,50,5,0,2026-06-08T15:52:01.237273,1,0.4772
EVT678524,P006,S02,frozen,3,45,18,0,2026-06-08T15:52:01.237276,1,0.95
EVT640677,P016,S02,frozen,3,45,17,0,2026-06-08T15:52:01.237278,1,0.95
EVT513463,P016,S04,bakery,23,35,1,0,2026-06-08T15:52:01.237280,1,0.3737
EVT751870,P013,S04,snacks,8,50,15,1,2026-06-08T15:52:01.237283,0,0.6697
EVT326427,P013,S04,bakery,1,35,12,1,2026-06-08T15:52:01.237285,0,0.6705
EVT329088,P015,S03,beverages,5,60,3,0,2026-06-08T15:52:01.237288,1,0.6708
EVT949145,P009,S03,snacks,30,50,0,0,2026-06-08T15:52:01.237296,0,0.38
EVT465015,P016,S02,household,21,30,1,0,2026-06-08T15:52:01.237298,0,0.3544
EVT212753,P011,S04,dairy,5,40,14,0,2026-06-08T15:52:01.237300,1,0.866
EVT649720,P005,S02,household,28,30,4,0,2026-06-08T15:52:01.237303,0,0.3078
EVT756379,P012,S02,household,4,30,11,0,2026-06-08T15:52:01.237305,1,0.8039
EVT654531,P011,S02,frozen,35,45,6,0,2026-06-08T15:52:01.237308,0,0.4167
EVT424205,P006,S02,bakery,4,35,12,0,2026-06-08T15:52:01.237311,1,0.8319
EVT940842,P013,S01,bakery,15,35,4,0,2026-06-08T15:52:01.237313,0,0.5349
EVT750822,P018,S01,dairy,28,40,3,0,2026-06-08T15:52:01.237316,0,0.3933
EVT251813,P006,S01,frozen,20,45,1,0,2026-06-08T15:52:01.237318,0,0.4694
EVT610960,P008,S03,household,24,30,4,0,2026-06-08T15:52:01.237321,1,0.3678
EVT779528,P015,S03,household,7,30,13,1,2026-06-08T15:52:01.237323,1,0.5978
EVT961453,P008,S01,bakery,16,35,6,0,2026-06-08T15:52:01.237326,1,0.561
EVT437029,P003,S01,bakery,3,35,18,0,2026-06-08T15:52:01.237328,1,0.95
EVT340060,P009,S02,beverages,2,60,7,1,2026-06-08T15:52:01.237330,1,0.5711
EVT922950,P010,S03,beverages,36,60,6,0,2026-06-08T15:52:01.237333,0,0.4967
EVT466983,P004,S03,household,0,30,12,0,2026-06-08T15:52:01.237335,0,0.8833
EVT658818,P013,S01,frozen,31,45,6,0,2026-06-08T15:52:01.237337,1,0.4567
EVT936759,P017,S04,household,8,30,6,1,2026-06-08T15:52:01.237339,1,0.4467
EVT874063,P015,S03,household,8,30,12,0,2026-06-08T15:52:01.237342,1,0.7633
EVT312864,P008,S03,frozen,4,45,15,0,2026-06-08T15:52:01.237344,1,0.9017
EVT202665,P009,S04,household,3,30,7,1,2026-06-08T15:52:01.237347,1,0.5411
EVT874651,P011,S03,bakery,7,35,14,0,2026-06-08T15:52:01.237349,1,0.8322
EVT488664,P017,S02,bakery,30,35,6,0,2026-06-08T15:52:01.237351,0,0.381
EVT872880,P020,S02,beverages,39,60,3,1,2026-06-08T15:52:01.237354,0,0.2158
EVT707516,P005,S02,dairy,15,40,14,0,2026-06-08T15:52:01.237356,1,0.7535
EVT894051,P008,S03,dairy,37,40,1,0,2026-06-08T15:52:01.237359,1,0.2532
EVT190106,P015,S03,beverages,9,60,6,1,2026-06-08T15:52:01.237361,1,0.4992
EVT620982,P004,S01,beverages,57,60,5,1,2026-06-08T15:52:01.237363,0,0.1197
EVT707102,P006,S04,dairy,35,40,5,0,2026-06-08T15:52:01.237366,1,0.3535
EVT892667,P011,S04,bakery,7,35,10,0,2026-06-08T15:52:01.237369,1,0.7544
EVT214581,P016,S03,bakery,26,35,3,0,2026-06-08T15:52:01.237371,1,0.374
EVT852575,P008,S04,snacks,13,50,12,0,2026-06-08T15:52:01.237381,1,0.7663
EVT410401,P010,S04,bakery,21,35,5,0,2026-06-08T15:52:01.237383,0,0.4772
EVT162045,P004,S04,dairy,35,40,2,0,2026-06-08T15:52:01.237386,0,0.2951
EVT666828,P020,S02,snacks,7,50,18,0,2026-06-08T15:52:01.237388,1,0.937
EVT341101,P008,S03,beverages,58,60,3,0,2026-06-08T15:52:01.237391,1,0.2733
EVT993761,P007,S01,snacks,37,50,5,0,2026-06-08T15:52:01.237393,1,0.4142
EVT593708,P012,S04,bakery,26,35,3,0,2026-06-08T15:52:01.237396,1,0.374
EVT604650,P008,S03,beverages,41,60,2,0,2026-06-08T15:52:01.237398,0,0.3814
EVT326560,P003,S01,dairy,31,40,0,0,2026-06-08T15:52:01.237400,0,0.3012
EVT636152,P001,S02,household,12,30,10,0,2026-06-08T15:52:01.237403,1,0.6644
EVT414625,P014,S03,beverages,7,60,0,0,2026-06-08T15:52:01.237405,1,0.5975
EVT824732,P014,S01,beverages,5,60,17,0,2026-06-08T15:52:01.237407,1,0.9431
EVT654750,P019,S03,beverages,40,60,0,0,2026-06-08T15:52:01.237410,0,0.35
EVT273844,P009,S04,dairy,1,40,0,0,2026-06-08T15:52:01.237412,1,0.6387
EVT470769,P015,S02,household,23,30,5,0,2026-06-08T15:52:01.237414,0,0.4022
EVT969061,P012,S04,dairy,29,40,3,0,2026-06-08T15:52:01.237417,0,0.3821
EVT293241,P016,S03,household,28,30,1,1,2026-06-08T15:52:01.237419,0,0.05
EVT660254,P017,S04,bakery,31,35,0,0,2026-06-08T15:52:01.237422,0,0.2514
EVT310652,P004,S02,bakery,8,35,15,0,2026-06-08T15:52:01.237424,1,0.8388
EVT390355,P011,S04,household,25,30,1,0,2026-06-08T15:52:01.237427,0,0.2944
EVT348993,P004,S04,beverages,46,60,0,0,2026-06-08T15:52:01.237429,0,0.305
EVT175866,P013,S04,snacks,15,50,12,0,2026-06-08T15:52:01.237432,1,0.7483
EVT263980,P006,S02,snacks,25,50,5,0,2026-06-08T15:52:01.237434,0,0.5222
EVT260375,P015,S01,frozen,27,45,6,0,2026-06-08T15:52:01.237436,0,0.4967
EVT629058,P006,S04,dairy,13,40,11,0,2026-06-08T15:52:01.237439,0,0.7176
EVT749390,P006,S01,dairy,38,40,3,0,2026-06-08T15:52:01.237441,0,0.2808
EVT946411,P018,S01,dairy,2,40,11,0,2026-06-08T15:52:01.237444,1,0.8414
EVT516025,P017,S03,dairy,5,40,18,0,2026-06-08T15:52:01.237446,1,0.9437
EVT431101,P015,S02,dairy,16,40,8,1,2026-06-08T15:52:01.237449,0,0.4256
EVT628339,P001,S01,bakery,8,35,6,0,2026-06-08T15:52:01.237451,1,0.6638
EVT874928,P003,S04,dairy,35,40,1,0,2026-06-08T15:52:01.237454,0,0.2757
EVT888244,P012,S03,frozen,31,45,6,0,2026-06-08T15:52:01.237456,1,0.4567
EVT155013,P006,S01,snacks,31,50,2,0,2026-06-08T15:52:01.237459,0,0.4099
EVT584656,P017,S03,beverages,0,60,13,1,2026-06-08T15:52:01.237461,0,0.7028
EVT311611,P005,S02,bakery,20,35,6,0,2026-06-08T15:52:01.237464,1,0.5095
EVT550302,P013,S03,bakery,9,35,1,0,2026-06-08T15:52:01.237466,1,0.5537
EVT479287,P016,S03,bakery,35,35,5,0,2026-06-08T15:52:01.237472,0,0.2972
EVT559839,P020,S01,beverages,12,60,6,1,2026-06-08T15:52:01.237475,0,0.4767
EVT507251,P018,S02,household,20,30,2,0,2026-06-08T15:52:01.237477,0,0.3889
EVT848629,P009,S01,beverages,7,60,5,0,2026-06-08T15:52:01.237479,1,0.6947
EVT365521,P003,S03,frozen,0,45,15,1,2026-06-08T15:52:01.237482,0,0.7417
EVT285500,P004,S04,dairy,16,40,12,0,2026-06-08T15:52:01.237486,1,0.7033
EVT904310,P012,S02,snacks,32,50,2,0,2026-06-08T15:52:01.237488,0,0.4009
EVT610732,P017,S03,household,14,30,6,1,2026-06-08T15:52:01.237491,0,0.3567
EVT487530,P003,S01,snacks,27,50,3,0,2026-06-08T15:52:01.237493,0,0.4653
EVT349339,P006,S03,household,24,30,0,0,2026-06-08T15:52:01.237496,0,0.29
EVT975824,P005,S03,dairy,6,40,12,0,2026-06-08T15:52:01.237498,1,0.8158
EVT135625,P010,S04,snacks,6,50,14,0,2026-06-08T15:52:01.237500,1,0.8682
EVT798602,P014,S02,snacks,2,50,1,0,2026-06-08T15:52:01.237502,1,0.6514
EVT533986,P004,S02,frozen,0,45,10,1,2026-06-08T15:52:01.237505,1,0.6444
EVT757575,P007,S02,household,9,30,1,0,2026-06-08T15:52:01.237507,1,0.5344
EVT617209,P005,S04,beverages,53,60,3,1,2026-06-08T15:52:01.237509,1,0.1108
EVT453801,P002,S02,snacks,28,50,6,0,2026-06-08T15:52:01.237512,1,0.5147
EVT729722,P016,S02,household,2,30,15,1,2026-06-08T15:52:01.237514,0,0.7117
