event_id,product_id,store_id,category,current_stock,shelf_capacity,sales_last_10min,replenishment_pending,timestamp
EVT707516,P005,S02,dairy,15,40,14,0,2026-06-08T15:52:01.237356
EVT894051,P008,S03,dairy,37,40,1,0,2026-06-08T15:52:01.237359
EVT190106,P015,S03,beverages,9,60,6,1,2026-06-08T15:52:01.237361
EVT620982,P004,S01,beverages,57,60,5,1,2026-06-08T15:52:01.237363
EVT707102,P006,S04,dairy,35,40,5,0,2026-06-08T15:52:01.237366
EVT892667,P011,S04,bakery,7,35,10,0,2026-06-08T15:52:01.237369
EVT214581,P016,S03,bakery,26,35,3,0,2026-06-08T15:52:01.237371
EVT852575,P008,S04,snacks,13,50,12,0,2026-06-08T15:52:01.237381
EVT410401,P010,S04,bakery,21,35,5,0,2026-06-08T15:52:01.237383
EVT162045,P004,S04,dairy,35,40,2,0,2026-06-08T15:52:01.237386
EVT666828,P020,S02,snacks,7,50,18,0,2026-06-08T15:52:01.237388
EVT341101,P008,S03,beverages,58,60,3,0,2026-06-08T15:52:01.237391
EVT993761,P007,S01,snacks,37,50,5,0,2026-06-08T15:52:01.237393
EVT593708,P012,S04,bakery,26,35,3,0,2026-06-08T15:52:01.237396
EVT604650,P008,S03,beverages,41,60,2,0,2026-06-08T15:52:01.237398
EVT326560,P003,S01,dairy,31,40,0,0,2026-06-08T15:52:01.237400
EVT636152,P001,S02,household,12,30,10,0,2026-06-08T15:52:01.237403
EVT414625,P014,S03,beverages,7,60,0,0,2026-06-08T15:52:01.237405
EVT824732,P014,S01,beverages,5,60,17,0,2026-06-08T15:52:01.237407
EVT654750,P019,S03,beverages,40,60,0,0,2026-06-08T15:52:01.237410
EVT273844,P009,S04,dairy,1,40,0,0,2026-06-08T15:52:01.237412
EVT470769,P015,S02,household,23,30,5,0,2026-06-08T15:52:01.237414
EVT969061,P012,S04,dairy,29,40,3,0,2026-06-08T15:52:01.237417
EVT293241,P016,S03,household,28,30,1,1,2026-06-08T15:52:01.237419
EVT660254,P017,S04,bakery,31,35,0,0,2026-06-08T15:52:01.237422
EVT310652,P004,S02,bakery,8,35,15,0,2026-06-08T15:52:01.237424
EVT390355,P011,S04,household,25,30,1,0,2026-06-08T15:52:01.237427
EVT348993,P004,S04,beverages,46,60,0,0,2026-06-08T15:52:01.237429
EVT175866,P013,S04,snacks,15,50,12,0,2026-06-08T15:52:01.237432
EVT263980,P006,S02,snacks,25,50,5,0,2026-06-08T15:52:01.237434
EVT260375,P015,S01,frozen,27,45,6,0,2026-06-08T15:52:01.237436
EVT629058,P006,S04,dairy,13,40,11,0,2026-06-08T15:52:01.237439
EVT749390,P006,S01,dairy,38,40,3,0,2026-06-08T15:52:01.237441
EVT946411,P018,S01,dairy,2,40,11,0,2026-06-08T15:52:01.237444
EVT516025,P017,S03,dairy,5,40,18,0,2026-06-08T15:52:01.237446
EVT431101,P015,S02,dairy,16,40,8,1,2026-06-08T15:52:01.237449
EVT628339,P001,S01,bakery,8,35,6,0,2026-06-08T15:52:01.237451
EVT874928,P003,S04,dairy,35,40,1,0,2026-06-08T15:52:01.237454
EVT888244,P012,S03,frozen,31,45,6,0,2026-06-08T15:52:01.237456
EVT155013,P006,S01,snacks,31,50,2,0,2026-06-08T15:52:01.237459
EVT584656,P017,S03,beverages,0,60,13,1,2026-06-08T15:52:01.237461
EVT311611,P005,S02,bakery,20,35,6,0,2026-06-08T15:52:01.237464
EVT550302,P013,S03,bakery,9,35,1,0,2026-06-08T15:52:01.237466
EVT479287,P016,S03,bakery,35,35,5,0,2026-06-08T15:52:01.237472
EVT559839,P020,S01,beverages,12,60,6,1,2026-06-08T15:52:01.237475
EVT507251,P018,S02,household,20,30,2,0,2026-06-08T15:52:01.237477
EVT848629,P009,S01,beverages,7,60,5,0,2026-06-08T15:52:01.237479
EVT365521,P003,S03,frozen,0,45,15,1,2026-06-08T15:52:01.237482
EVT285500,P004,S04,dairy,16,40,12,0,2026-06-08T15:52:01.237486
EVT904310,P012,S02,snacks,32,50,2,0,2026-06-08T15:52:01.237488
EVT610732,P017,S03,household,14,30,6,1,2026-06-08T15:52:01.237491
EVT487530,P003,S01,snacks,27,50,3,0,2026-06-08T15:52:01.237493
EVT349339,P006,S03,household,24,30,0,0,2026-06-08T15:52:01.237496
EVT975824,P005,S03,dairy,6,40,12,0,2026-06-08T15:52:01.237498
EVT135625,P010,S04,snacks,6,50,14,0,2026-06-08T15:52:01.237500
EVT798602,P014,S02,snacks,2,50,1,0,2026-06-08T15:52:01.237502
EVT533986,P004,S02,frozen,0,45,10,1,2026-06-08T15:52:01.237505
EVT757575,P007,S02,household,9,30,1,0,2026-06-08T15:52:01.237507
EVT617209,P005,S04,beverages,53,60,3,1,2026-06-08T15:52:01.237509
EVT453801,P002,S02,snacks,28,50,6,0,2026-06-08T15:52:01.237512
EVT729722,P016,S02,household,2,30,15,1,2026-06-08T15:52:01.237514
EVT349530,P008,S01,bakery,0,35,6,1,2026-06-08T15:52:01.237516
EVT928662,P003,S02,bakery,16,35,3,0,2026-06-08T15:52:01.237519
EVT314452,P008,S03,beverages,6,60,13,1,2026-06-08T15:52:01.237521
EVT584742,P016,S03,household,10,30,0,0,2026-06-08T15:52:01.237524
EVT679167,P008,S02,beverages,6,60,11,1,2026-06-08T15:52:01.237526
EVT256540,P017,S03,frozen,3,45,18,0,2026-06-08T15:52:01.237528
EVT917222,P009,S04,frozen,4,45,16,0,2026-06-08T15:52:01.237531
EVT623007,P012,S01,beverages,52,60,4,0,2026-06-08T15:52:01.237533
EVT509319,P014,S02,dairy,8,40,18,0,2026-06-08T15:52:01.237536
EVT360817,P017,S04,dairy,18,40,1,0,2026-06-08T15:52:01.237538
EVT920675,P016,S01,household,7,30,3,0,2026-06-08T15:52:01.237541
EVT530830,P009,S03,frozen,22,45,2,0,2026-06-08T15:52:01.237543
EVT470798,P013,S01,household,16,30,4,0,2026-06-08T15:52:01.237546
EVT498979,P004,S04,dairy,29,40,6,0,2026-06-08T15:52:01.237548
EVT810369,P004,S02,dairy,1,40,11,0,2026-06-08T15:52:01.237550
EVT775498,P004,S04,frozen,15,45,9,0,2026-06-08T15:52:01.237553
EVT868606,P002,S02,snacks,17,50,13,0,2026-06-08T15:52:01.237555
EVT270245,P005,S02,snacks,37,50,6,0,2026-06-08T15:52:01.237557
EVT274642,P005,S01,snacks,15,50,15,0,2026-06-08T15:52:01.237560
EVT697261,P013,S04,bakery,25,35,3,0,2026-06-08T15:52:01.237562
EVT649279,P015,S03,frozen,24,45,6,0,2026-06-08T15:52:01.237565
EVT650418,P001,S02,frozen,38,45,5,1,2026-06-08T15:52:01.237568
EVT900679,P005,S03,frozen,7,45,13,1,2026-06-08T15:52:01.237574
EVT378224,P015,S04,household,9,30,8,0,2026-06-08T15:52:01.237577
EVT737697,P019,S01,household,4,30,13,0,2026-06-08T15:52:01.237579
EVT514978,P003,S04,snacks,0,50,10,1,2026-06-08T15:52:01.237581
EVT574317,P002,S02,bakery,25,35,0,0,2026-06-08T15:52:01.237584
EVT820095,P004,S02,frozen,18,45,10,0,2026-06-08T15:52:01.237586
EVT817918,P006,S01,bakery,15,35,11,0,2026-06-08T15:52:01.237588
EVT294952,P019,S02,bakery,7,35,16,0,2026-06-08T15:52:01.237591
EVT260512,P006,S04,bakery,20,35,1,0,2026-06-08T15:52:01.237593
EVT262151,P010,S04,bakery,0,35,10,1,2026-06-08T15:52:01.237596
EVT380914,P015,S04,frozen,23,45,0,0,2026-06-08T15:52:01.237598
EVT324250,P018,S02,bakery,23,35,5,0,2026-06-08T15:52:01.237600
EVT466659,P009,S01,bakery,0,35,2,0,2026-06-08T15:52:01.237603
EVT691776,P010,S03,frozen,5,45,12,0,2026-06-08T15:52:01.237605
EVT815647,P005,S04,bakery,6,35,12,0,2026-06-08T15:52:01.237607
EVT728210,P006,S04,household,16,30,3,0,2026-06-08T15:52:01.237609
EVT395108,P009,S02,bakery,14,35,8,0,2026-06-08T15:52:01.237612
EVT674536,P013,S04,dairy,35,40,4,0,2026-06-08T15:52:01.237615
EVT919831,P015,S02,frozen,30,45,1,0,2026-06-08T15:52:01.237618
EVT330206,P019,S02,frozen,24,45,6,0,2026-06-08T15:52:01.237622
EVT168749,P018,S02,beverages,8,60,9,0,2026-06-08T15:52:01.237625
EVT710582,P001,S02,frozen,31,45,0,0,2026-06-08T15:52:01.237629
EVT803481,P019,S04,dairy,22,40,1,0,2026-06-08T15:52:01.237632
EVT421045,P015,S04,household,8,30,9,0,2026-06-08T15:52:01.237635
EVT414989,P014,S01,beverages,32,60,2,0,2026-06-08T15:52:01.237638
EVT244663,P006,S03,frozen,26,45,0,0,2026-06-08T15:52:01.237640
EVT227210,P011,S03,snacks,9,50,11,1,2026-06-08T15:52:01.237643
EVT493895,P002,S01,bakery,12,35,13,1,2026-06-08T15:52:01.237645
EVT191498,P018,S02,beverages,7,60,13,0,2026-06-08T15:52:01.237647
EVT217122,P020,S01,frozen,26,45,3,0,2026-06-08T15:52:01.237650
EVT725226,P018,S02,beverages,41,60,3,0,2026-06-08T15:52:01.237652
EVT459685,P016,S04,beverages,28,60,0,0,2026-06-08T15:52:01.237655
EVT509685,P002,S03,beverages,39,60,2,0,2026-06-08T15:52:01.237657
EVT995696,P004,S03,snacks,9,50,13,1,2026-06-08T15:52:01.237660
EVT650992,P004,S04,household,16,30,2,0,2026-06-08T15:52:01.237662
EVT773517,P006,S03,bakery,4,35,12,0,2026-06-08T15:52:01.237665
EVT862068,P015,S01,beverages,16,60,15,0,2026-06-08T15:52:01.237667
EVT407910,P018,S02,frozen,28,45,3,0,2026-06-08T15:52:01.237670
EVT737093,P007,S04,bakery,13,35,11,0,2026-06-08T15:52:01.237673
EVT555425,P010,S01,beverages,22,60,14,0,2026-06-08T15:52:01.237676
EVT320428,P012,S04,dairy,28,40,6,0,2026-06-08T15:52:01.237678
EVT230950,P004,S02,household,14,30,5,0,2026-06-08T15:52:01.237681
EVT890483,P007,S01,frozen,17,45,9,0,2026-06-08T15:52:01.237683
EVT270916,P006,S04,frozen,44,45,2,0,2026-06-08T15:52:01.237686
EVT652006,P003,S04,household,13,30,15,0,2026-06-08T15:52:01.237688
EVT523977,P018,S02,bakery,0,35,10,0,2026-06-08T15:52:01.237691
EVT651081,P011,S04,beverages,9,60,0,0,2026-06-08T15:52:01.237693
EVT212695,P011,S03,bakery,12,35,9,0,2026-06-08T15:52:01.237696
EVT350171,P007,S01,bakery,8,35,10,0,2026-06-08T15:52:01.237699
EVT347134,P008,S03,frozen,11,45,11,0,2026-06-08T15:52:01.237701
EVT971089,P009,S03,bakery,24,35,6,0,2026-06-08T15:52:01.237704
EVT683858,P018,S02,frozen,1,45,13,1,2026-06-08T15:52:01.237711
EVT738263,P006,S04,bakery,27,35,0,0,2026-06-08T15:52:01.237714
EVT628383,P008,S03,beverages,13,60,14,0,2026-06-08T15:52:01.237717
EVT346219,P018,S03,beverages,6,60,6,1,2026-06-08T15:52:01.237720
EVT404077,P020,S04,household,6,30,10,0,2026-06-08T15:52:01.237722
EVT164050,P007,S04,household,7,30,4,0,2026-06-08T15:52:01.237724
EVT873338,P001,S02,household,28,30,3,0,2026-06-08T15:52:01.237727
EVT993792,P017,S04,dairy,10,40,4,0,2026-06-08T15:52:01.237730
EVT189558,P009,S01,dairy,30,40,0,0,2026-06-08T15:52:01.237732
EVT499000,P018,S01,dairy,0,40,10,0,2026-06-08T15:52:01.237735
EVT685142,P016,S04,bakery,32,35,3,0,2026-06-08T15:52:01.237737
EVT909974,P006,S02,dairy,8,40,9,0,2026-06-08T15:52:01.237740
EVT259134,P016,S01,frozen,37,45,1,0,2026-06-08T15:52:01.237742
EVT128432,P011,S02,bakery,4,35,14,0,2026-06-08T15:52:01.237745
EVT206108,P002,S03,snacks,29,50,4,0,2026-06-08T15:52:01.237747
EVT542855,P012,S01,frozen,44,45,4,0,2026-06-08T15:52:01.237750
EVT712210,P019,S03,household,18,30,7,1,2026-06-08T15:52:01.237752
EVT614734,P019,S01,snacks,29,50,2,0,2026-06-08T15:52:01.237755
EVT246770,P012,S01,bakery,31,35,4,0,2026-06-08T15:52:01.237757
EVT448176,P006,S03,snacks,46,50,6,0,2026-06-08T15:52:01.237760
EVT595979,P002,S01,snacks,18,50,16,0,2026-06-08T15:52:01.237762
EVT645700,P008,S01,snacks,17,50,9,1,2026-06-08T15:52:01.237765
EVT138231,P002,S01,bakery,9,35,2,0,2026-06-08T15:52:01.237767
EVT278753,P014,S02,household,13,30,4,1,2026-06-08T15:52:01.237770
EVT794656,P019,S03,bakery,8,35,7,1,2026-06-08T15:52:01.237772
EVT168051,P015,S01,dairy,4,40,15,0,2026-06-08T15:52:01.237775
EVT773577,P015,S01,household,8,30,11,1,2026-06-08T15:52:01.237778
EVT760702,P003,S03,bakery,17,35,4,0,2026-06-08T15:52:01.237780
EVT392049,P002,S01,bakery,14,35,16,0,2026-06-08T15:52:01.237783
EVT240199,P001,S04,beverages,8,60,11,0,2026-06-08T15:52:01.237786
EVT341452,P013,S04,beverages,53,60,6,0,2026-06-08T15:52:01.237793
EVT483535,P013,S01,household,15,30,1,0,2026-06-08T15:52:01.237796
EVT846539,P011,S03,snacks,25,50,1,0,2026-06-08T15:52:01.237803
EVT106630,P004,S04,beverages,34,60,1,0,2026-06-08T15:52:01.237806
EVT706360,P018,S04,snacks,0,50,11,0,2026-06-08T15:52:01.237808
EVT922100,P017,S04,dairy,5,40,1,0,2026-06-08T15:52:01.237811
EVT616283,P015,S01,frozen,36,45,3,0,2026-06-08T15:52:01.237813
EVT204097,P007,S03,bakery,7,35,16,0,2026-06-08T15:52:01.237816
EVT666442,P001,S02,household,9,30,8,0,2026-06-08T15:52:01.237819
EVT894247,P015,S02,bakery,9,35,10,1,2026-06-08T15:52:01.237821
EVT539984,P013,S03,household,24,30,1,0,2026-06-08T15:52:01.237824
EVT893240,P010,S01,beverages,7,60,18,0,2026-06-08T15:52:01.237827
EVT193070,P007,S01,frozen,13,45,11,0,2026-06-08T15:52:01.237829
EVT598052,P005,S02,household,22,30,0,1,2026-06-08T15:52:01.237832
EVT772916,P017,S04,beverages,34,60,0,1,2026-06-08T15:52:01.237834
EVT165666,P016,S01,household,7,30,13,0,2026-06-08T15:52:01.237837
EVT821760,P003,S01,beverages,52,60,6,0,2026-06-08T15:52:01.237839
EVT269812,P004,S02,bakery,7,35,15,0,2026-06-08T15:52:01.237842
EVT521982,P020,S01,frozen,44,45,3,1,2026-06-08T15:52:01.237844
EVT607465,P007,S04,bakery,12,35,10,0,2026-06-08T15:52:01.237847
EVT253081,P015,S04,snacks,45,50,5,0,2026-06-08T15:52:01.237849
EVT125200,P009,S02,frozen,40,45,2,0,2026-06-08T15:52:01.237852
EVT838035,P005,S03,bakery,3,35,14,0,2026-06-08T15:52:01.237855
EVT505377,P009,S03,beverages,6,60,12,0,2026-06-08T15:52:01.237857
EVT604877,P015,S01,frozen,42,45,4,0,2026-06-08T15:52:01.237860
EVT434890,P002,S04,frozen,20,45,4,0,2026-06-08T15:52:01.237862
EVT648852,P011,S02,frozen,1,45,17,0,2026-06-08T15:52:01.237865
EVT351056,P012,S04,snacks,29,50,1,1,2026-06-08T15:52:01.237867
EVT730506,P009,S01,beverages,4,60,4,0,2026-06-08T15:52:01.237870
EVT312112,P002,S02,snacks,9,50,2,0,2026-06-08T15:52:01.237872
EVT176871,P009,S02,dairy,2,40,6,1,2026-06-08T15:52:01.237874
EVT807212,P020,S02,bakery,21,35,2,0,2026-06-08T15:52:01.237877
EVT625589,P001,S04,bakery,2,35,14,1,2026-06-08T15:52:01.237879
EVT159486,P001,S02,dairy,34,40,1,0,2026-06-08T15:52:01.237882
EVT802947,P011,S04,beverages,12,60,9,1,2026-06-08T15:52:01.237885
EVT265044,P016,S03,frozen,42,45,3,0,2026-06-08T15:52:01.237892
EVT884996,P013,S03,frozen,0,45,0,0,2026-06-08T15:52:01.237895
EVT856067,P001,S04,household,27,30,6,0,2026-06-08T15:52:01.237897
EVT861481,P006,S02,frozen,5,45,11,1,2026-06-08T15:52:01.237900
EVT153270,P013,S03,dairy,5,40,4,0,2026-06-08T15:52:01.237902
EVT900879,P017,S01,beverages,48,60,0,0,2026-06-08T15:52:01.237905
EVT858752,P017,S03,household,14,30,0,1,2026-06-08T15:52:01.237907
EVT170662,P005,S02,dairy,32,40,6,0,2026-06-08T15:52:01.237910
EVT868218,P019,S01,bakery,10,35,6,1,2026-06-08T15:52:01.237912
EVT968352,P010,S04,dairy,22,40,2,0,2026-06-08T15:52:01.237915
EVT561721,P010,S01,beverages,47,60,0,1,2026-06-08T15:52:01.237917
EVT674340,P003,S02,beverages,42,60,4,0,2026-06-08T15:52:01.237920
EVT265063,P015,S01,household,0,30,1,0,2026-06-08T15:52:01.237922
EVT347794,P005,S03,beverages,31,60,0,0,2026-06-08T15:52:01.237925
EVT663185,P002,S03,household,6,30,12,0,2026-06-08T15:52:01.237927
EVT305112,P016,S03,dairy,27,40,0,0,2026-06-08T15:52:01.237930
EVT590270,P016,S02,household,6,30,11,0,2026-06-08T15:52:01.237932
EVT898297,P005,S04,household,9,30,4,0,2026-06-08T15:52:01.237935
EVT739672,P006,S01,household,28,30,2,0,2026-06-08T15:52:01.237938
EVT754114,P018,S04,frozen,6,45,9,1,2026-06-08T15:52:01.237941
EVT416528,P014,S03,frozen,24,45,0,0,2026-06-08T15:52:01.237943
EVT888710,P001,S01,frozen,7,45,12,1,2026-06-08T15:52:01.237946
EVT619113,P019,S03,dairy,0,40,17,0,2026-06-08T15:52:01.237948
EVT285286,P018,S03,frozen,20,45,11,0,2026-06-08T15:52:01.237951
EVT506917,P009,S01,household,3,30,11,0,2026-06-08T15:52:01.237953
EVT423001,P019,S02,snacks,5,50,1,0,2026-06-08T15:52:01.237956
EVT631755,P002,S04,beverages,34,60,3,0,2026-06-08T15:52:01.237958
EVT954932,P018,S03,bakery,1,35,14,0,2026-06-08T15:52:01.237961
EVT214088,P004,S02,snacks,23,50,5,0,2026-06-08T15:52:01.237964
EVT291830,P003,S02,bakery,29,35,5,0,2026-06-08T15:52:01.237966
EVT932477,P004,S01,frozen,3,45,1,0,2026-06-08T15:52:01.237968
EVT475103,P002,S04,bakery,12,35,8,0,2026-06-08T15:52:01.237972
EVT669975,P019,S04,snacks,7,50,15,0,2026-06-08T15:52:01.237974
EVT795090,P002,S01,bakery,26,35,4,0,2026-06-08T15:52:01.237976
EVT274179,P012,S03,household,16,30,5,0,2026-06-08T15:52:01.237979
EVT435257,P009,S04,snacks,6,50,5,0,2026-06-08T15:52:01.237981
EVT299836,P011,S01,household,22,30,1,1,2026-06-08T15:52:01.237984
EVT403727,P013,S04,snacks,14,50,13,0,2026-06-08T15:52:01.237987
EVT775750,P018,S01,household,13,30,2,0,2026-06-08T15:52:01.237990
EVT214000,P014,S01,household,4,30,4,0,2026-06-08T15:52:01.237997
EVT838636,P001,S03,frozen,42,45,4,0,2026-06-08T15:52:01.237999
EVT493617,P020,S02,household,4,30,13,1,2026-06-08T15:52:01.238002
EVT845924,P013,S02,bakery,32,35,3,0,2026-06-08T15:52:01.238004
EVT140016,P008,S03,household,22,30,6,0,2026-06-08T15:52:01.238006
EVT236236,P018,S01,dairy,17,40,14,0,2026-06-08T15:52:01.238009
EVT237771,P011,S01,dairy,12,40,9,0,2026-06-08T15:52:01.238011
EVT997980,P017,S01,dairy,36,40,3,0,2026-06-08T15:52:01.238013
EVT319836,P015,S04,bakery,1,35,10,0,2026-06-08T15:52:01.238016
EVT358793,P009,S01,beverages,60,60,3,0,2026-06-08T15:52:01.238018
EVT377731,P011,S02,beverages,3,60,13,0,2026-06-08T15:52:01.238021
EVT566973,P014,S03,bakery,22,35,2,0,2026-06-08T15:52:01.238023
EVT310424,P008,S04,dairy,22,40,1,0,2026-06-08T15:52:01.238025
EVT990877,P019,S03,household,3,30,16,0,2026-06-08T15:52:01.238028
EVT410055,P013,S03,frozen,41,45,0,1,2026-06-08T15:52:01.238030
EVT848851,P003,S01,household,2,30,2,0,2026-06-08T15:52:01.238032
EVT616902,P020,S04,dairy,6,40,17,0,2026-06-08T15:52:01.238035
EVT466837,P001,S04,frozen,10,45,15,0,2026-06-08T15:52:01.238037
EVT429631,P010,S03,beverages,2,60,10,0,2026-06-08T15:52:01.238039
EVT911468,P002,S01,snacks,0,50,16,0,2026-06-08T15:52:01.238042
EVT578260,P020,S02,bakery,17,35,2,0,2026-06-08T15:52:01.238044
EVT394536,P017,S03,snacks,6,50,15,1,2026-06-08T15:52:01.238047
EVT621335,P008,S03,bakery,6,35,11,0,2026-06-08T15:52:01.238049
EVT764609,P015,S02,bakery,25,35,4,0,2026-06-08T15:52:01.238051
EVT630126,P010,S01,snacks,12,50,15,1,2026-06-08T15:52:01.238057
EVT254867,P010,S02,household,2,30,3,0,2026-06-08T15:52:01.238059
EVT156531,P012,S02,frozen,31,45,1,0,2026-06-08T15:52:01.238062
EVT962962,P005,S01,beverages,4,60,12,0,2026-06-08T15:52:01.238064
EVT470456,P012,S03,household,12,30,9,1,2026-06-08T15:52:01.238067
EVT850976,P003,S01,dairy,22,40,6,0,2026-06-08T15:52:01.238069
EVT690159,P008,S03,household,16,30,4,0,2026-06-08T15:52:01.238071
EVT887138,P001,S03,snacks,17,50,15,0,2026-06-08T15:52:01.238074
EVT984269,P017,S04,frozen,24,45,5,0,2026-06-08T15:52:01.238076
EVT151893,P007,S01,beverages,15,60,14,0,2026-06-08T15:52:01.238078
EVT328424,P001,S02,bakery,8,35,4,0,2026-06-08T15:52:01.238081
EVT538951,P001,S03,bakery,26,35,1,0,2026-06-08T15:52:01.238083
EVT254409,P003,S02,dairy,2,40,16,0,2026-06-08T15:52:01.238085
EVT327680,P012,S03,bakery,7,35,6,1,2026-06-08T15:52:01.238088
EVT669002,P018,S04,household,21,30,6,0,2026-06-08T15:52:01.238090
EVT706560,P005,S04,beverages,13,60,11,0,2026-06-08T15:52:01.238093
EVT708323,P015,S04,snacks,17,50,10,1,2026-06-08T15:52:01.238096
EVT174043,P018,S04,beverages,27,60,4,0,2026-06-08T15:52:01.238098
EVT266245,P008,S04,dairy,6,40,18,0,2026-06-08T15:52:01.238100
EVT301480,P014,S02,household,17,30,10,0,2026-06-08T15:52:01.238103
EVT920698,P007,S04,bakery,8,35,4,0,2026-06-08T15:52:01.238105
EVT100721,P006,S02,frozen,32,45,5,0,2026-06-08T15:52:01.238107
EVT304100,P010,S04,frozen,20,45,11,0,2026-06-08T15:52:01.238110
EVT327057,P010,S01,beverages,26,60,13,0,2026-06-08T15:52:01.238113
EVT379832,P006,S04,bakery,26,35,5,0,2026-06-08T15:52:01.238115
EVT220863,P008,S03,beverages,16,60,13,0,2026-06-08T15:52:01.238121
EVT390486,P002,S04,household,18,30,6,1,2026-06-08T15:52:01.238123
EVT578783,P007,S01,beverages,38,60,2,0,2026-06-08T15:52:01.238126
EVT896839,P020,S02,household,8,30,13,0,2026-06-08T15:52:01.238128
EVT810676,P003,S01,snacks,20,50,13,0,2026-06-08T15:52:01.238131
EVT997167,P020,S02,household,5,30,7,1,2026-06-08T15:52:01.238133
EVT821874,P020,S03,household,13,30,14,0,2026-06-08T15:52:01.238135
EVT902146,P005,S04,dairy,0,40,14,0,2026-06-08T15:52:01.238138
EVT101369,P006,S02,dairy,22,40,6,0,2026-06-08T15:52:01.238140
EVT951422,P008,S03,beverages,52,60,6,0,2026-06-08T15:52:01.238143
EVT886711,P016,S04,dairy,26,40,2,0,2026-06-08T15:52:01.238145
EVT543180,P018,S01,snacks,41,50,0,0,2026-06-08T15:52:01.238148
EVT352543,P015,S04,snacks,41,50,3,0,2026-06-08T15:52:01.238150
EVT727686,P011,S04,beverages,40,60,5,0,2026-06-08T15:52:01.238153
EVT763102,P012,S02,dairy,27,40,3,0,2026-06-08T15:52:01.238155
EVT143869,P016,S02,household,15,30,2,1,2026-06-08T15:52:01.238157
EVT333605,P018,S03,household,1,30,4,0,2026-06-08T15:52:01.238160
EVT962578,P015,S01,bakery,28,35,4,1,2026-06-08T15:52:01.238162
EVT154161,P003,S02,dairy,39,40,3,0,2026-06-08T15:52:01.238164
EVT361261,P017,S02,bakery,34,35,4,0,2026-06-08T15:52:01.238167
EVT994702,P020,S01,household,3,30,15,0,2026-06-08T15:52:01.238169
EVT754150,P018,S01,snacks,44,50,4,0,2026-06-08T15:52:01.238171
EVT906568,P013,S04,household,14,30,2,0,2026-06-08T15:52:01.238174
EVT355042,P004,S01,snacks,47,50,5,0,2026-06-08T15:52:01.238176
EVT946479,P017,S04,frozen,4,45,5,0,2026-06-08T15:52:01.238178
EVT228148,P004,S02,dairy,15,40,8,0,2026-06-08T15:52:01.238180
EVT474751,P004,S02,household,10,30,11,0,2026-06-08T15:52:01.238183
EVT312830,P013,S04,dairy,10,40,11,0,2026-06-08T15:52:01.238185
EVT775944,P009,S04,snacks,3,50,18,0,2026-06-08T15:52:01.238188
EVT346478,P013,S01,beverages,9,60,2,0,2026-06-08T15:52:01.238190
EVT176442,P015,S03,bakery,16,35,0,0,2026-06-08T15:52:01.238193
EVT158961,P003,S01,beverages,1,60,8,1,2026-06-08T15:52:01.238195
EVT229782,P005,S04,frozen,23,45,1,0,2026-06-08T15:52:01.238197
EVT657111,P012,S03,household,13,30,10,0,2026-06-08T15:52:01.238200
EVT486995,P017,S02,bakery,15,35,13,0,2026-06-08T15:52:01.238202
EVT904744,P018,S03,frozen,42,45,4,0,2026-06-08T15:52:01.238204
EVT200759,P019,S04,snacks,44,50,3,0,2026-06-08T15:52:01.238207
EVT272398,P014,S01,snacks,40,50,5,0,2026-06-08T15:52:01.238209
EVT907144,P002,S01,bakery,15,35,7,1,2026-06-08T15:52:01.238211
EVT984126,P017,S02,dairy,9,40,16,0,2026-06-08T15:52:01.238218
EVT225539,P018,S03,beverages,5,60,4,0,2026-06-08T15:52:01.238221
EVT277332,P006,S03,beverages,41,60,2,0,2026-06-08T15:52:01.238223
EVT844071,P009,S01,dairy,31,40,3,0,2026-06-08T15:52:01.238226
EVT972186,P018,S03,snacks,37,50,4,0,2026-06-08T15:52:01.238228
EVT727493,P007,S01,snacks,5,50,13,0,2026-06-08T15:52:01.238230
EVT129759,P004,S03,beverages,14,60,8,0,2026-06-08T15:52:01.238233
EVT587525,P006,S04,household,20,30,5,0,2026-06-08T15:52:01.238235
EVT538938,P017,S02,beverages,34,60,1,0,2026-06-08T15:52:01.238238
EVT523141,P008,S03,dairy,37,40,4,0,2026-06-08T15:52:01.238240
EVT586706,P009,S01,beverages,51,60,0,0,2026-06-08T15:52:01.238243
EVT209940,P010,S04,beverages,26,60,9,0,2026-06-08T15:52:01.238245
EVT615155,P003,S03,snacks,22,50,9,0,2026-06-08T15:52:01.238248
EVT204322,P001,S01,household,1,30,3,0,2026-06-08T15:52:01.238251
EVT431809,P018,S03,frozen,19,45,15,0,2026-06-08T15:52:01.238253
EVT592726,P019,S03,snacks,39,50,5,0,2026-06-08T15:52:01.238256
EVT544759,P014,S03,household,29,30,0,0,2026-06-08T15:52:01.238258
EVT101629,P004,S04,dairy,29,40,4,0,2026-06-08T15:52:01.238260
EVT467092,P017,S04,household,11,30,10,0,2026-06-08T15:52:01.238263
EVT219277,P003,S04,frozen,35,45,1,0,2026-06-08T15:52:01.238265
EVT477184,P010,S03,dairy,8,40,15,0,2026-06-08T15:52:01.238267
EVT651589,P005,S03,bakery,29,35,4,0,2026-06-08T15:52:01.238270
EVT468201,P010,S01,household,30,30,4,0,2026-06-08T15:52:01.238272
EVT989681,P013,S01,bakery,24,35,1,0,2026-06-08T15:52:01.238275
EVT983790,P008,S01,dairy,21,40,3,0,2026-06-08T15:52:01.238277
EVT638380,P014,S03,frozen,41,45,2,1,2026-06-08T15:52:01.238279
